School,Gender,Role,citations,earliest_pub
University of Houston,Male,Professor,445,1968
University of Houston,Male,Professor,544,1970
University of Houston,Male,Professor,6308,1970
University of Houston,Male,Professor,397,1972
University of Houston,Male,Professor,14,1973
University of Houston,Male,Professor,591,1985
University of Houston,Male,Professor,310,1986
University of Houston,Male,Professor,474,1987
University of Houston,Male,Professor,1600,1988
University of Houston,Male,Professor,350,1988
University of Houston,Male,Professor,1905,1989
University of Houston,Female,Professor,255,1990
University of Houston,Male,Professor,1036,1990
University of Houston,Male,Professor,382,1991
University of Houston,Male,Professor,240,1991
University of Houston,Male,Professor,141,1991
University of Houston,Male,Professor,606,1992
University of Houston,Male,Professor,1313,1993
University of Houston,Male,Professor,405,1996
University of Houston,Male,Professor,400,1997
University of Houston,Male,Professor,165,1999
University of Houston,Male,Professor,943,2000
University of Houston,Male,Professor,752,2001
University of Illinois at Chicago,Male,Professor,4407,1972
University of Illinois at Chicago,Male,Professor,298,1978
University of Illinois at Chicago,Male,Professor,76,1979
University of Illinois at Chicago,Male,Professor,1921,1980
University of Illinois at Chicago,Male,Professor,499,1991
University of Illinois at Chicago,Female,Professor,1293,1995
University of Illinois at Chicago,Male,Professor,541,1997
University of Illinois at Chicago,Male,Professor,736,1997
University of Illinois at Chicago,Male,Professor,124,1997
University of Illinois at Chicago,Male,Professor,154,1998
University of Illinois at Chicago,Male,Professor,920,1998
University of Illinois at Chicago,Male,Professor,733,1998
University of Illinois at Chicago,Male,Professor,250,1999
University of Illinois at Chicago,Male,Professor,339,1999
University of Illinois at Chicago,Male,Professor,138,2000
University of Illinois at Chicago,Male,Professor,568,2001
University of Illinois at Chicago,Male,Professor,491,2001
University of Illinois at Chicago,Male,Professor,324,2002
University of Illinois at Chicago,Male,Professor,347,2002
University of Illinois at Chicago,Female,Professor,313,2002
University of Illinois at Chicago,Male,Professor,564,2003
University of Illinois at Chicago,Male,Professor,378,2004
University of Illinois at Chicago,Male,Professor,90,2004
University of Illinois at Chicago,Male,Professor,501,2006
University of Iowa,Male,Professor,139,1968
University of Iowa,Male,Professor,2066,1968
University of Iowa,Male,Professor,884,1969
University of Iowa,Male,Professor,2502,1974
University of Iowa,Male,Professor,2847,1975
University of Iowa,Male,Professor,2158,1978
University of Iowa,Male,Professor,180,1980
University of Iowa,Male,Professor,337,1984
University of Iowa,Male,Professor,471,1986
University of Iowa,Male,Professor,587,1987
University of Iowa,Male,Professor,1766,1989
University of Iowa,Female,Professor,612,1992
University of Iowa,Male,Professor,268,1993
University of Iowa,Male,Professor,213,1995
University of Iowa,Male,Professor,120,1998
University of Iowa,Female,Professor,214,2005
University of Kansas,Male,Professor,526,1966
University of Kansas,Male,Professor,683,1968
University of Kansas,Male,Professor,5322,1973
University of Kansas,Male,Professor,60,1981
University of Kansas,Male,Professor,299,1982
University of Kansas,Male,Professor,220,1982
University of Kansas,Male,Professor,156,1985
University of Kansas,Female,Professor,544,1986
University of Kansas,Male,Professor,1542,1991
University of Kansas,Male,Professor,878,1991
University of Kansas,Female,Professor,177,1993
University of Kansas,Male,Professor,574,1994
University of Kansas,Male,Professor,484,1995
University of Kansas,Male,Professor,183,1996
University of Kansas,Male,Professor,598,1998
University of Kansas,Male,Professor,3,1999
University of Kansas,Male,Professor,191,2000
University of Kansas,Male,Professor,270,2006
University of Kansas,Male,Professor,51,2009
University of Kentucky,Male,Professor,115,1968
University of Kentucky,Male,Professor,5722,1969
University of Kentucky,Male,Professor,180,1971
University of Kentucky,Male,Professor,109,1972
University of Kentucky,Male,Professor,287,1973
University of Kentucky,Male,Professor,240,1980
University of Kentucky,Male,Professor,911,1980
University of Kentucky,Female,Professor,692,1981
University of Kentucky,Male,Professor,1321,1982
University of Kentucky,Male,Professor,1395,1985
University of Kentucky,Male,Professor,699,1987
University of Kentucky,Male,Professor,1088,1987
University of Kentucky,Female,Professor,263,1988
University of Kentucky,Male,Professor,724,1993
University of Kentucky,Female,Professor,274,1993
University of Louisville,Male,Professor,639,1967
University of Louisville,Male,Professor,81,1981
University of Louisville,Male,Professor,395,1986
University of Louisville,Male,Professor,99,1987
University of Louisville,Male,Professor,928,1988
University of Louisville,Female,Professor,85,1989
University of Louisville,Male,Professor,160,1990
University of Louisville,Male,Professor,174,1990
University of Louisville,Male,Professor,219,1991
University of Louisville,Female,Professor,33,2001
University of Louisville,Male,Professor,4,2002
University of Maryland,Male,Professor,2801,1961
University of Maryland,Male,Professor,258,1962
University of Maryland,Male,Professor,1171,1964
University of Maryland,Male,Professor,38,1965
University of Maryland,Male,Professor,303,1966
University of Maryland,Male,Professor,4384,1966
University of Maryland,Male,Professor,400,1968
University of Maryland,Male,Professor,1881,1970
University of Maryland,Male,Professor,430,1971
University of Maryland,Male,Professor,22,1972
University of Maryland,Male,Professor,154,1972
University of Maryland,Male,Professor,1296,1973
University of Maryland,Male,Professor,2081,1974
University of Maryland,Male,Professor,1624,1975
University of Maryland,Male,Professor,5820,1975
University of Maryland,Male,Professor,1217,1975
University of Maryland,Male,Professor,170,1976
University of Maryland,Male,Professor,86,1978
University of Maryland,Male,Professor,2773,1979
University of Maryland,Male,Professor,2597,1980
University of Maryland,Male,Professor,439,1981
University of Maryland,Male,Professor,3322,1982
University of Maryland,Male,Professor,2596,1983
University of Maryland,Male,Professor,1706,1983
University of Maryland,Male,Professor,196,1985
University of Maryland,Male,Professor,228,1986
University of Maryland,Male,Professor,1049,1986
University of Maryland,Male,Professor,631,1990
University of Maryland,Female,Professor,106,1990
University of Maryland,Male,Professor,419,1990
University of Maryland,Male,Professor,195,1991
University of Maryland,Male,Professor,636,1994
University of Maryland,Female,Professor,758,1994
University of Maryland,Male,Professor,1179,1994
University of Maryland,Male,Professor,584,1996
University of Maryland,Male,Professor,113,1996
University of Maryland,Female,Professor,530,1996
University of Maryland,Male,Professor,369,1997
University of Maryland,Male,Professor,1097,1997
University of Maryland,Male,Professor,437,1997
University of Maryland,Male,Professor,268,1998
University of Maryland,Male,Professor,201,1998
University of Maryland,Male,Professor,234,1999
University of Maryland,Male,Professor,845,2000
University of Maryland,Male,Professor,406,2000
University of Maryland,Male,Professor,494,2002
University of Maryland,Male,Professor,357,2010
University of Miami,Male,Professor,6992,1962
University of Miami,Male,Professor,62,1963
University of Miami,Male,Professor,26,1965
University of Miami,Male,Professor,11193,1969
University of Miami,Male,Professor,579,1974
University of Miami,Male,Professor,852,1976
University of Miami,Male,Professor,509,1978
University of Miami,Male,Professor,2105,1979
University of Miami,Male,Professor,376,1980
University of Miami,Male,Professor,1706,1981
University of Miami,Male,Professor,5041,1983
University of Miami,Male,Professor,3923,1988
University of Miami,Male,Professor,307,1989
University of Miami,Male,Professor,973,1994
University of Miami,Male,Professor,282,2002
University of Miami,Male,Professor,217,2004
University of Michigan,Male,Professor,3637,1958
University of Michigan,Male,Professor,2780,1965
University of Michigan,Male,Professor,130,1965
University of Michigan,Male,Professor,9184,1966
University of Michigan,Male,Professor,2641,1967
University of Michigan,Male,Professor,1400,1970
University of Michigan,Male,Professor,288,1970
University of Michigan,Male,Professor,947,1971
University of Michigan,Male,Professor,727,1972
University of Michigan,Male,Professor,3786,1974
University of Michigan,Male,Professor,224,1977
University of Michigan,Male,Professor,3611,1978
University of Michigan,Male,Professor,270,1981
University of Michigan,Male,Professor,622,1981
University of Michigan,Male,Professor,1365,1981
University of Michigan,Male,Professor,501,1983
University of Michigan,Female,Professor,654,1984
University of Michigan,Male,Professor,1048,1984
University of Michigan,Male,Professor,1110,1984
University of Michigan,Male,Professor,502,1984
University of Michigan,Female,Professor,718,1985
University of Michigan,Male,Professor,1599,1985
University of Michigan,Female,Professor,27,1986
University of Michigan,Male,Professor,1183,1986
University of Michigan,Male,Professor,1009,1987
University of Michigan,Male,Professor,1102,1989
University of Michigan,Female,Professor,584,1991
University of Michigan,Male,Professor,785,1991
University of Michigan,Male,Professor,596,1992
University of Michigan,Female,Professor,1225,1993
University of Michigan,Male,Professor,1170,1993
University of Michigan,Male,Professor,303,1994
University of Michigan,Male,Professor,274,1995
University of Michigan,Female,Professor,883,1996
University of Michigan,Male,Professor,363,1996
University of Michigan,Female,Professor,354,1997
University of Michigan,Female,Professor,161,1997
University of Michigan,Male,Professor,904,1997
University of Michigan,Male,Professor,1494,1998
University of Michigan,Male,Professor,170,1998
University of Michigan,Male,Professor,1570,1999
University of Michigan,Male,Professor,986,2000
University of Michigan,Male,Professor,961,2000
University of Michigan,Male,Professor,743,2001
University of Michigan,Male,Professor,247,2001
University of Michigan,Male,Professor,29,2002
University of Michigan,Male,Professor,113,2003
University of Michigan,Male,Professor,19,2004
University of Michigan,Male,Professor,790,2004
University of Michigan,Male,Professor,286,2008
University of Michigan,Male,Professor,193,2010
University of Minnesota ,Male,Professor,5292,1964
University of Minnesota ,Male,Professor,418,1965
University of Minnesota ,Male,Professor,1003,1967
University of Minnesota ,Male,Professor,677,1968
University of Minnesota ,Male,Professor,474,1969
University of Minnesota ,Male,Professor,803,1971
University of Minnesota ,Male,Professor,2409,1973
University of Minnesota ,Male,Professor,1534,1973
University of Minnesota ,Male,Professor,369,1975
University of Minnesota ,Male,Professor,5475,1976
University of Minnesota ,Male,Professor,749,1976
University of Minnesota ,Male,Professor,1363,1977
University of Minnesota ,Male,Professor,336,1977
University of Minnesota ,Male,Professor,1248,1977
University of Minnesota ,Male,Professor,1449,1977
University of Minnesota ,Male,Professor,5642,1979
University of Minnesota ,Male,Professor,12188,1979
University of Minnesota ,Male,Professor,8267,1979
University of Minnesota ,Male,Professor,1253,1980
University of Minnesota ,Male,Professor,550,1980
University of Minnesota ,Male,Professor,990,1980
University of Minnesota ,Male,Professor,461,1981
University of Minnesota ,Male,Professor,1887,1982
University of Minnesota ,Male,Professor,936,1982
University of Minnesota ,Male,Professor,2412,1982
University of Minnesota ,Female,Professor,159,1983
University of Minnesota ,Male,Professor,601,1984
University of Minnesota ,Male,Professor,1609,1987
University of Minnesota ,Male,Professor,493,1988
University of Minnesota ,Male,Professor,636,1989
University of Minnesota ,Male,Professor,1837,1989
University of Minnesota ,Male,Professor,721,1989
University of Minnesota ,Male,Professor,1402,1992
University of Minnesota ,Male,Professor,515,1995
University of Minnesota ,Male,Professor,2571,1995
University of Minnesota ,Male,Professor,185,1998
University of Minnesota ,Male,Professor,243,2001
University of Minnesota ,Male,Professor,261,2003
University of Minnesota ,Male,Professor,114,2003
University of Minnesota ,Female,Professor,568,2004
University of Minnesota ,Male,Professor,295,2004
University of Minnesota ,Male,Professor,219,2006
University of Minnesota ,Female,Professor,157,2007
University of Minnesota ,Male,Professor,171,2007
University of Mississippi,Male,Professor,263,1991
University of Mississippi,Female,Professor,3,1984
University of Mississippi,Male,Professor,368,1985
University of Mississippi,Male,Professor,71,1988
University of Mississippi,Male,Professor,305,1989
University of Mississippi,Male,Professor,108,1994
University of Missouri,Male,Professor,2738,1972
University of Missouri,Male,Professor,865,1975
University of Missouri,Male,Professor,1210,1979
University of Missouri,Male,Professor,55,1983
University of Missouri,Male,Professor,913,1985
University of Missouri,Male,Professor,572,1985
University of Missouri,Male,Professor,84,1986
University of Missouri,Female,Professor,247,1986
University of Missouri,Male,Professor,203,1987
University of Missouri,Male,Professor,1997,1988
University of Missouri,Male,Professor,117,1988
University of Missouri,Male,Professor,3800,1989
University of Missouri,Male,Professor,380,1989
University of Missouri,Male,Professor,805,1989
University of Missouri,Male,Professor,324,1990
University of Missouri,Male,Professor,128,1990
University of Missouri,Male,Professor,398,1990
University of Missouri,Male,Professor,740,1991
University of Missouri,Male,Professor,56,1991
University of Missouri,Female,Professor,220,1993
University of Missouri,Male,Professor,186,1993
University of Missouri,Male,Professor,620,1994
University of Missouri,Female,Professor,218,2002
University of Missouri,Male,Professor,20,2004
University of Nebraska-Lincoln,Male,Professor,2054,1971
University of Nebraska-Lincoln,Male,Professor,1114,1982
University of Nebraska-Lincoln,Male,Professor,381,1984
University of Nebraska-Lincoln,Male,Professor,700,1985
University of Nebraska-Lincoln,Male,Professor,540,1986
University of Nebraska-Lincoln,Male,Professor,359,1987
University of Nebraska-Lincoln,Male,Professor,472,1989
University of Nebraska-Lincoln,Male,Professor,157,1989
University of Nebraska-Lincoln,Male,Professor,210,1990
University of Nebraska-Lincoln,Male,Professor,12,1990
University of Nebraska-Lincoln,Female,Professor,163,1992
University of Nebraska-Lincoln,Male,Professor,146,1993
University of Nebraska-Lincoln,Male,Professor,779,1995
University of Nebraska-Lincoln,Male,Professor,209,2001
University of Nebraska-Lincoln,Female,Professor,146,2004
University of Nebraska-Lincoln,Female,Professor,27,2010
University of Nevada - Las Vegas,Male,Professor,2,1959
University of Nevada - Las Vegas,Male,Professor,377,1970
University of Nevada - Las Vegas,Male,Professor,1154,1973
University of Nevada - Las Vegas,Male,Professor,2,1974
University of Nevada - Las Vegas,Male,Professor,145,1985
University of Nevada - Las Vegas,Male,Professor,418,1985
University of Nevada - Las Vegas,Male,Professor,183,1988
University of Nevada - Las Vegas,Male,Professor,21,1988
University of Nevada - Las Vegas,Male,Professor,3,1988
University of Nevada - Las Vegas,Male,Professor,19,1989
University of Nevada - Las Vegas,Male,Professor,107,1991
University of Nevada - Las Vegas,Male,Professor,121,1991
University of Nevada - Las Vegas,Male,Professor,1067,1991
University of Nevada - Las Vegas,Male,Professor,167,1994
University of Nevada - Las Vegas,Male,Professor,403,1994
University of Nevada - Las Vegas,Female,Professor,318,2007
University of Nevada - Reno,Male,Professor,692,1962
University of Nevada - Reno,Male,Professor,2253,1975
University of Nevada - Reno,Male,Professor,1417,1980
University of Nevada - Reno,Male,Professor,324,1984
University of Nevada - Reno,Male,Professor,78,1991
University of Nevada - Reno,Male,Professor,325,1992
University of Nevada - Reno,Female,Professor,77,1992
University of Nevada - Reno,Male,Professor,145,1994
University of Nevada - Reno,Male,Professor,7,1994
University of Nevada - Reno,Male,Professor,28,1994
University of Nevada - Reno,Male,Professor,464,1998
University of Nevada - Reno,Male,Professor,14,1999
University of Nevada - Reno,Male,Professor,129,2002
University of New Hampshire,Male,Professor,865,1975
University of New Hampshire,Female,Professor,378,1979
University of New Hampshire,Male,Professor,333,1987
University of New Hampshire,Male,Professor,2,1987
University of New Hampshire,Female,Professor,132,1988
University of New Hampshire,Male,Professor,2,1989
University of New Hampshire,Male,Professor,1602,1996
University of New Hampshire,Male,Professor,177,1997
University of New Hampshire,Female,Professor,122,1998
University of New Hampshire,Male,Professor,45,2002
University of New Mexico,Female,Professor,663,1974
University of New Mexico,Male,Professor,519,1978
University of New Mexico,Male,Professor,156,1979
University of New Mexico,Female,Professor,227,1982
University of New Mexico,Male,Professor,864,1986
University of New Mexico,Female,Professor,157,1987
University of New Mexico,Female,Professor,55,1992
University of New Mexico,Male,Professor,469,1994
University of New Mexico,Male,Professor,26,1998
University of New Mexico,Male,Professor,25,1999
University of New Mexico,Male,Professor,372,1999
University of New Mexico,Male,Professor,161,2005
University of North Texas,Male,Professor,1593,1962
University of North Texas,Male,Professor,356,1983
University of North Texas,Male,Professor,86,1985
University of North Texas,Male,Professor,2686,1985
University of North Texas,Male,Professor,41,1987
University of North Texas,Male,Professor,450,1994
University of North Texas,Male,Professor,490,1998
University of North Texas,Male,Professor,126,1999
University of Notre Dame,Male,Professor,498,1986
University of Notre Dame,Male,Professor,543,1967
University of Notre Dame,Female,Professor,1021,1972
University of Notre Dame,Male,Professor,2695,1977
University of Notre Dame,Male,Professor,181,1979
University of Notre Dame,Male,Professor,603,1980
University of Notre Dame,Female,Professor,686,1981
University of Notre Dame,Male,Professor,554,1982
University of Notre Dame,Male,Professor,1286,1983
University of Notre Dame,Male,Professor,672,1984
University of Notre Dame,Male,Professor,1340,1985
University of Notre Dame,Male,Professor,406,1985
University of Notre Dame,Male,Professor,326,1987
University of Notre Dame,Male,Professor,377,1988
University of Notre Dame,Male,Professor,376,1990
University of Notre Dame,Male,Professor,1077,1991
University of Notre Dame,Female,Professor,13,1991
University of Notre Dame,Male,Professor,372,1992
University of Notre Dame,Male,Professor,1446,1992
University of Notre Dame,Male,Professor,764,1993
University of Notre Dame,Male,Professor,0,1993
University of Notre Dame,Female,Professor,375,1993
University of Notre Dame,Male,Professor,182,1997
University of Notre Dame,Male,Professor,42,1998
University of Notre Dame,Female,Professor,235,1999
University of Notre Dame,Male,Professor,144,2002
University of Notre Dame,Male,Professor,522,2005
University of Oklahoma,Male,Professor,233,1980
University of Oklahoma,Male,Professor,230,1974
University of Oklahoma,Male,Professor,233,1980
University of Oklahoma,Male,Professor,208,1981
University of Oklahoma,Male,Professor,199,1983
University of Oklahoma,Male,Professor,435,1984
University of Oklahoma,Male,Professor,131,1984
University of Oklahoma,Female,Professor,675,1992
University of Oklahoma,Male,Professor,532,1995
University of Oklahoma,Male,Professor,558,1996
University of Oklahoma,Male,Professor,135,1996
University of Oklahoma,Male,Professor,23,1997
University of Oklahoma,Female,Professor,21,1998
University of Oklahoma,Male,Professor,490,1998
University of Oklahoma,Male,Professor,168,1999
University of Oklahoma,Male,Professor,51,1999
University of Oklahoma,Female,Professor,257,2001
University of Oklahoma,Male,Professor,234,2003
University of Oklahoma,Male,Professor,84,2003
University of Oklahoma,Male,Professor,21,2004
University of Oregon,Male,Professor,2200,1972
University of Oregon,Male,Professor,1429,1974
University of Oregon,Male,Professor,192,1979
University of Oregon,Male,Professor,2313,1984
University of Oregon,Male,Professor,1463,1984
University of Oregon,Male,Professor,1148,1986
University of Oregon,Male,Professor,1737,1988
University of Oregon,Male,Professor,897,1994
University of Oregon,Male,Professor,1206,1994
University of Oregon,Male,Professor,1666,1995
University of Oregon,Male,Professor,1711,1995
University of Oregon,Male,Professor,1179,1997
University of Oregon,Male,Professor,635,1999
University of Oregon,Female,Professor,168,1999
University of Oregon,Male,Professor,34,2000
University of Oregon,Male,Professor,313,2002
University of Oregon,Male,Professor,295,2006
University of Pennsylvania,Male,Professor,1409,1957
University of Pennsylvania,Male,Professor,698,1960
University of Pennsylvania,Male,Professor,1342,1970
University of Pennsylvania,Male,Professor,1246,1971
University of Pennsylvania,Male,Professor,382,1973
University of Pennsylvania,Male,Professor,724,1975
University of Pennsylvania,Male,Professor,572,1978
University of Pennsylvania,Male,Professor,1007,1978
University of Pennsylvania,Male,Professor,653,1980
University of Pennsylvania,Male,Professor,565,1981
University of Pennsylvania,Male,Professor,309,1982
University of Pennsylvania,Male,Professor,602,1982
University of Pennsylvania,Male,Professor,714,1984
University of Pennsylvania,Female,Professor,118,1986
University of Pennsylvania,Male,Professor,1789,1988
University of Pennsylvania,Male,Professor,560,1993
University of Pennsylvania,Male,Professor,955,1993
University of Pennsylvania,Female,Professor,154,2001
University of Pennsylvania,Male,Professor,245,2001
University of Pennsylvania,Male,Professor,1080,2004
University of Pittsburgh,Male,Professor,535,1966
University of Pittsburgh,Male,Professor,974,1977
University of Pittsburgh,Male,Professor,996,1977
University of Pittsburgh,Male,Professor,1710,1979
University of Pittsburgh,Male,Professor,2429,1980
University of Pittsburgh,Male,Professor,249,1981
University of Pittsburgh,Male,Professor,2067,1983
University of Pittsburgh,Male,Professor,1011,1985
University of Pittsburgh,Male,Professor,549,1986
University of Pittsburgh,Male,Professor,3273,1989
University of Pittsburgh,Male,Professor,220,1992
University of Pittsburgh,Male,Professor,1680,1992
University of Pittsburgh,Male,Professor,2185,1993
University of Pittsburgh,Male,Professor,387,1993
University of Pittsburgh,Male,Professor,1780,1996
University of Pittsburgh,Female,Professor,102,1998
University of Pittsburgh,Male,Professor,11,2005
University of Rochester,Male,Professor,33,1960
University of Rochester,Male,Professor,138,1963
University of Rochester,Male,Professor,1300,1969
University of Rochester,Male,Professor,159,1971
University of Rochester,Male,Professor,1554,1972
University of Rochester,Male,Professor,1367,1972
University of Rochester,Male,Professor,586,1973
University of Rochester,Male,Professor,763,1978
University of Rochester,Male,Professor,1077,1981
University of Rochester,Male,Professor,747,1981
University of Rochester,Male,Professor,154,1982
University of Rochester,Male,Professor,11,1982
University of Rochester,Male,Professor,561,1986
University of Rochester,Male,Professor,1174,1993
University of Rochester,Male,Professor,51,1994
University of Rochester,Male,Professor,155,1997
University of Rochester,Male,Professor,602,2000
University of Rochester,Female,Professor,78,2000
University of South Florida,Male,Professor,812,1967
University of South Florida,Male,Professor,8,1968
University of South Florida,Male,Professor,1109,1977
University of South Florida,Male,Professor,172,1978
University of South Florida,Male,Professor,959,1982
University of South Florida,Male,Professor,1157,1982
University of South Florida,Male,Professor,1371,1983
University of South Florida,Male,Professor,693,1987
University of South Florida,Male,Professor,3036,1987
University of South Florida,Male,Professor,83,1987
University of South Florida,Female,Professor,136,1994
University of South Florida,Female,Professor,115,1996
University of South Florida,Male,Professor,205,1999
University of South Florida,Male,Professor,335,1999
University of Southern California,Male,Professor,1229,1964
University of Southern California,Female,Professor,2780,1969
University of Southern California,Male,Professor,607,1969
University of Southern California,Male,Professor,2303,1970
University of Southern California,Female,Professor,708,1972
University of Southern California,Male,Professor,375,1976
University of Southern California,Male,Professor,2659,1977
University of Southern California,Male,Professor,236,1977
University of Southern California,Male,Professor,702,1977
University of Southern California,Male,Professor,1159,1979
University of Southern California,Male,Professor,1177,1980
University of Southern California,Male,Professor,193,1981
University of Southern California,Male,Professor,634,1982
University of Southern California,Male,Professor,867,1984
University of Southern California,Male,Professor,358,1986
University of Southern California,Male,Professor,391,1986
University of Southern California,Male,Professor,394,1987
University of Southern California,Male,Professor,1337,1987
University of Southern California,Male,Professor,108,1988
University of Southern California,Male,Professor,1211,1990
University of Southern California,Male,Professor,1430,1991
University of Southern California,Male,Professor,23,1991
University of Southern California,Female,Professor,50,1992
University of Southern California,Male,Professor,425,1992
University of Southern California,Male,Professor,757,1993
University of Southern California,Male,Professor,1291,1995
University of Southern California,Male,Professor,8,1998
University of Southern California,Male,Professor,1100,2001
University of Southern California,Male,Professor,180,2004
University of Southern California,Male,Professor,39,2004
University of Southern California,Male,Professor,1021,2004
University of Southern Mississippi,Male,Professor,857,1987
University of Southern Mississippi,Male,Professor,535,1990
University of Southern Mississippi,Male,Professor,125,2003
University of Texas - Arlington,Male,Professor,3,1966
University of Texas - Arlington,Male,Professor,27,1976
University of Texas - Arlington,Male,Professor,221,1979
University of Texas - Arlington,Male,Professor,478,1985
University of Texas - Arlington,Male,Professor,178,1985
University of Texas - Arlington,Male,Professor,877,1988
University of Texas - Arlington,Male,Professor,106,1988
University of Texas - Arlington,Male,Professor,130,1990
University of Texas - Arlington,Female,Professor,60,1991
University of Texas - Arlington,Male,Professor,2240,1991
University of Texas - Arlington,Male,Professor,335,1992
University of Texas - Arlington,Female,Professor,38,1992
University of Texas - Arlington,Female,Professor,204,1993
University of Texas - Arlington,Male,Professor,174,1997
University of Texas - Arlington,Male,Professor,209,1998
University of Texas - Arlington,Male,Professor,183,2003
University of Texas - Dallas,Male,Professor,11,1970
University of Texas - Dallas,Male,Professor,287,1984
University of Texas - Dallas,Male,Professor,599,1985
University of Texas - Dallas,Male,Professor,276,1985
University of Texas - Dallas,Male,Professor,208,1991
University of Texas - Dallas,Male,Professor,23,1991
University of Texas - Dallas,Male,Professor,346,1992
University of Texas - Dallas,Male,Professor,218,1992
University of Texas - Dallas,Male,Professor,66,1993
University of Texas - Dallas,Male,Professor,494,1994
University of Texas - Dallas,Female,Professor,49,1995
University of Texas - Dallas,Female,Professor,51,1998
University of Texas - Dallas,Male,Professor,1,2001
University of Texas - Dallas,Male,Professor,86,2002
University of Texas - Dallas,Female,Professor,1,2003
University of Texas - Dallas,Male,Professor,72,2004
University of Texas - El Paso,Male,Professor,97,1969
University of Texas - El Paso,Male,Professor,313,1981
University of Texas - El Paso,Female,Professor,10,1982
University of Texas - El Paso,Male,Professor,28,1984
University of Texas - El Paso,Male,Professor,61,1986
University of Texas - El Paso,Male,Professor,1058,1987
University of Texas - El Paso,Male,Professor,269,1988
University of Texas - El Paso,Male,Professor,75,1988
University of Texas - El Paso,Female,Professor,359,1991
University of Texas - El Paso,Male,Professor,30,1996
University of Texas - El Paso,Male,Professor,7,2001
University of Texas Austin,Male,Professor,4346,1970
University of Texas Austin,Male,Professor,2573,1970
University of Texas Austin,Male,Professor,725,1970
University of Texas Austin,Male,Professor,14441,1973
University of Texas Austin,Male,Professor,289,1974
University of Texas Austin,Male,Professor,84,1974
University of Texas Austin,Male,Professor,605,1974
University of Texas Austin,Male,Professor,1100,1975
University of Texas Austin,Male,Professor,777,1975
University of Texas Austin,Male,Professor,464,1979
University of Texas Austin,Male,Professor,919,1981
University of Texas Austin,Male,Professor,1642,1982
University of Texas Austin,Male,Professor,1620,1983
University of Texas Austin,Male,Professor,1021,1985
University of Texas Austin,Female,Professor,1277,1986
University of Texas Austin,Male,Professor,1733,1987
University of Texas Austin,Male,Professor,633,1987
University of Texas Austin,Female,Professor,770,1989
University of Texas Austin,Male,Professor,1071,1989
University of Texas Austin,Male,Professor,570,1991
University of Texas Austin,Male,Professor,1,1991
University of Texas Austin,Male,Professor,625,1993
University of Texas Austin,Male,Professor,531,1994
University of Texas Austin,Male,Professor,407,1996
University of Texas Austin,Male,Professor,571,1996
University of Texas Austin,Male,Professor,1867,1996
University of Texas Austin,Male,Professor,780,1996
University of Texas Austin,Male,Professor,548,1999
University of Texas Austin,Male,Professor,365,1999
University of Texas Austin,Male,Professor,680,1999
University of Texas Austin,Male,Professor,467,2000
University of Texas Austin,Male,Professor,1221,2001
University of Texas Austin,Male,Professor,961,2001
University of Texas Austin,Female,Professor,790,2002
University of Texas Austin,Male,Professor,248,2002
University of Texas Austin,Male,Professor,365,2002
University of Texas Austin,Male,Professor,1101,2003
University of Texas Austin,Male,Professor,167,2013
University of Utah,Male,Professor,46,1958
University of Utah,Male,Professor,222,1971
University of Utah,Male,Professor,175,1975
University of Utah,Male,Professor,462,1977
University of Utah,Male,Professor,1925,1980
University of Utah,Male,Professor,894,1980
University of Utah,Male,Professor,272,1980
University of Utah,Male,Professor,391,1981
University of Utah,Male,Professor,491,1982
University of Utah,Male,Professor,1096,1982
University of Utah,Male,Professor,97,1983
University of Utah,Male,Professor,87,1984
University of Utah,Male,Professor,2372,1984
University of Utah,Male,Professor,735,1987
University of Utah,Male,Professor,685,1987
University of Utah,Male,Professor,57,1987
University of Utah,Female,Professor,105,1988
University of Utah,Male,Professor,565,1988
University of Utah,Male,Professor,19,1989
University of Utah,Male,Professor,1245,1989
University of Utah,Male,Professor,219,1993
University of Utah,Male,Professor,1360,1996
University of Utah,Male,Professor,1014,1997
University of Utah,Male,Professor,338,1997
University of Utah,Male,Professor,279,1998
University of Utah,Male,Professor,447,1998
University of Utah,Male,Professor,382,1998
University of Utah,Male,Professor,346,2003
University of Utah,Male,Professor,664,2005
University of Virginia,Male,Professor,444,1963
University of Virginia,Male,Professor,1236,1971
University of Virginia,Male,Professor,1963,1971
University of Virginia,Male,Professor,311,1977
University of Virginia,Male,Professor,4118,1978
University of Virginia,Male,Professor,1064,1978
University of Virginia,Male,Professor,690,1980
University of Virginia,Female,Professor,148,1983
University of Virginia,Male,Professor,1470,1985
University of Virginia,Male,Professor,361,1986
University of Virginia,Male,Professor,45,1993
University of Virginia,Male,Professor,3149,1993
University of Virginia,Male,Professor,1428,1993
University of Virginia,Male,Professor,355,1997
University of Virginia,Female,Professor,373,1998
University of Virginia,Male,Professor,522,1998
University of Virginia,Male,Professor,177,1999
University of Virginia,Male,Professor,98,2000
University of Virginia,Female,Professor,291,2005
University of Washington,Male,Professor,326,1967
University of Washington,Male,Professor,195,1974
University of Washington,Male,Professor,1807,1974
University of Washington,Male,Professor,661,1975
University of Washington,Male,Professor,5977,1976
University of Washington,Male,Professor,193,1977
University of Washington,Male,Professor,1676,1980
University of Washington,Male,Professor,1389,1981
University of Washington,Male,Professor,757,1981
University of Washington,Male,Professor,269,1981
University of Washington,Male,Professor,2665,1982
