,name,affiliation,citations,hindex,year,lettergroup,gender,highered,institution,research,country,role,security,field,simplefield,fellows,amscit,Fields
704,arseniy akopyan,ist austria,380,8,,B Only,man,highered,international,moreri,austria,,,math,mathstat,FALSE,,FALSE
705,eylem zeliha yildiz,harvard university,9,1,,B Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
706,kenneth s alexander,university of southern california,1997,23,1982,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,635,FALSE
707,michael mccooey,franklin marshall college,,,1999,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
708,tomasz s mrowka,massachusetts institute of technology,,,1988,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1373,FALSE
709,john morgan,columbia university,,,1983,B and C,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,FALSE,3101,FALSE
710,evgeny shinder,university of sheffield,198,7,2011,B Only,man,highered,international,moreri,united kingdom,ntt,lesssecure,math,mathstat,FALSE,,FALSE
711,adam epstein,university of warwick,325,9,1993,B Only,man,highered,international,moreri,united kingdom,associate,moresecure,math,mathstat,FALSE,,FALSE
712,colin rourke,university of warwick,,,1965,B Only,man,highered,international,moreri,,retired,moresecure,math,mathstat,FALSE,,FALSE
713,shawn rafalski,fairfield university,,,2007,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
714,dominique haughton,bentley university,3002,28,1984,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
715,antonino travia,university of south florida,,,,B Only,man,highered,domesticr1,moreri,,undergrad,lesssecure,math,mathstat,FALSE,,FALSE
716,dan abramovich,brown university,,,1991,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1496,FALSE
717,hans wenzl,university of california san diego,,,1985,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1001,FALSE
718,max lipton,cornell university,,,,B Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
719,dobrinka chiekova,college of new jersey,,,,B Only,woman,highered,domesticother,lessri,,ntt,lesssecure,other,other ,FALSE,,FALSE
720,vladimir kontorovich,haverford college,,,,B Only,man,highered,domesticother,lessri,,professor,moresecure,other,other ,FALSE,,FALSE
721,timothy riley,cornell university,,,,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
722,nicholas owad,colby college,,,,B Only,man,highered,domesticother,lessri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
723,amanda young,tu munich,,,2016,B Only,woman,highered,international,moreri,germany,ntt,lesssecure,math,mathstat,FALSE,,FALSE
724,stephen bigelow,university of california santa barbara,,,2000,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,312,FALSE
725,henry tucker,university of california riverside,,,2016,B Only,man,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,TRUE,,FALSE
726,charles delman,eastern illinois university,,,1992,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
727,eric brussel,cal poly san luis obispo,,,1993,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
728,krishnamurthy iyer,university of minnesota,219,6,2012,B Only,man,highered,domesticr1,moreri,,associate,moresecure,other,other ,FALSE,,FALSE
729,taylor belcher,sc governors school for science and mathematics,,,,B Only,man,highered,domesticother,lessri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
730,ramya kumar,university of minnesota,,,,B Only,woman,highered,domesticr1,moreri,,ntt,lesssecure,other,other ,FALSE,,FALSE
731,carlos kenig,university of chicago,22519,77,1978,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,11605,FALSE
732,eduardo cattani,university of massachusetts amherst,,,1972,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,464,FALSE
733,david cimasoni,university of geneva,463,12,2002,B Only,man,highered,international,moreri,switzerland,ntt,lesssecure,math,mathstat,FALSE,,FALSE
734,george e andrews,pennsylvania state university,35780,65,1964,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,8428,FALSE
735,thomas f hayes,,,,1986,B Only,man,,,,,,,,,FALSE,,FALSE
736,henry ricardo,city university of new york,,,1972,B Only,man,highered,domesticother,lessri,,retired,moresecure,math,mathstat,FALSE,,FALSE
737,alexander nabutovsky,university of toronto,612,15,1993,B and C,man,highered,international,moreri,canada,professor,moresecure,math,mathstat,FALSE,,FALSE
738,svetlana katok,pennsylvania state university,1648,16,1991,B and C,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,515,FALSE
739,richard arratia,university of southern california,4995,34,1979,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1161,FALSE
740,ilya gruzberg,ohio state university,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,FALSE,,FALSE
741,anna dobritsa,ohio state university,,,,B Only,woman,highered,domesticr1,moreri,,associate,moresecure,other,other ,FALSE,,FALSE
742,alexander kirillov jr,stony brook university,7019,31,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,935,FALSE
743,philip l bowers,florida state university,,,1983,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,218,FALSE
744,donald m davis,lehigh university,,,1967,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,TRUE,,FALSE
745,chaim goodman strauss,university of arkansas,,,1994,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,126,FALSE
746,dror bar natan,university of toronto,4373,26,1991,B Only,man,highered,international,moreri,canada,professor,moresecure,math,mathstat,FALSE,,FALSE
747,duncan mccoy,universite de quebec a montreal,,,2016,B Only,man,highered,international,moreri,canada,professor,moresecure,math,mathstat,FALSE,,FALSE
748,maksym radziwill,california institute of technology,,,2013,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,193,FALSE
749,deepak kamlesh,university of oxford,,,,B Only,man,highered,international,moreri,united kingdom,grad,lesssecure,math,mathstat,FALSE,,FALSE
750,james lin,,,,,B Only,man,,,,,,,math,mathstat,FALSE,,FALSE
751,gunnar carlsson,stanford university,9690,43,1976,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1005,FALSE
752,jonathan graehl,sdl international,1987,9,1987,B Only,man,nothighered,,,,,,,,FALSE,,FALSE
753,josh greene,boston college,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,213,FALSE
754,satyan devadoss,university of san diego,,,1999,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,TRUE,,FALSE
755,hyungryul baik,kaist,102,6,2014,B Only,man,highered,international,moreri,south korea,assistant,lesssecure,math,mathstat,FALSE,,FALSE
756,pavel bacherikov,university of california berkeley,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,other,other ,FALSE,,FALSE
757,mark hughes,brigham young university,,,,B Only,man,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
758,alexander soshnikov,university of california davis,,,1997,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1062,FALSE
759,yakov eliashberg,stanford university,,,1972,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,2895,FALSE
760,elena fuchs,university of california davis,,,2010,B Only,woman,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
761,brian white,stanford university,3357,34,1973,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1302,FALSE
762,wendy sandler,university of haifa,,,,B Only,woman,highered,international,moreri,,professor,moresecure,other,other ,FALSE,,FALSE
763,ko honda,university of california los angeles,2558,28,1997,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1082,FALSE
764,eric m friedlander,university of southern california,,,1970,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,2303,FALSE
765,dmitry kleinbock,brandeis university,,,1996,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1159,FALSE
766,angelo vistoli,scuola normale superiore,3817,26,1987,B Only,man,highered,international,moreri,italy,professor,moresecure,math,mathstat,FALSE,,FALSE
767,dmitry gourevitch,weizmann institute of science,699,14,,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
768,b schaum,university of south florida,,,,B Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
769,lawrence c evans,university of california berkeley,,,1975,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,12070,FALSE
770,scott taylor,colby college,48,4,2007,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,TRUE,,FALSE
771,thomas strohmer,university of california davis,15761,46,1993,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1343,FALSE
772,daryl cooper,university of california santa barbara,4028,28,1982,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1019,FALSE
773,michael schein,barilan university,124,6,2006,B Only,man,highered,international,moreri,israel,ntt,lesssecure,math,mathstat,FALSE,,FALSE
774,dan lynch,williams college,5494,36,,B Only,man,highered,domesticother,lessri,,professor,moresecure,other,other ,FALSE,,FALSE
775,charles livingston,indiana university,2459,27,1980,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,FALSE,951,FALSE
776,john baldwin,boston college,2848,23,2008,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
777,susan g williams,university of south alabama,1400,20,1972,B Only,woman,highered,domesticr2,lessri,,professor,moresecure,other,other ,FALSE,,FALSE
778,daniel silver,university of south alabama,,,1980,B Only,man,highered,domesticr2,lessri,,retired,moresecure,math,mathstat,FALSE,,FALSE
779,kasso a okoudjou,university of maryland,,,2003,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,494,FALSE
780,harald helfgott,university of goettingen,1331,20,2003,B Only,man,highered,international,moreri,,professor,moresecure,math,mathstat,TRUE,,FALSE
781,william w menasco,university at buffalo,1881,20,1981,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,754,FALSE
782,patrick gilmer,louisiana state university,919,16,1978,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,FALSE,430,FALSE
783,howard skogman,suny brockport,,,,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
784,robert busch,university at buffalo,,,,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
785,alex zupan,university of nebraska,173,9,,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
786,mark r woodard,furman university,,,1989,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
787,yi wang,suny buffalo,,,2016,B Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
788,david hemmer,michigan technological university,,,2001,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
789,richard a litherland,louisiana state university,,,1979,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,545,FALSE
790,mark s gockenbach,michigan technological university,,,1994,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
791,ben mccarty,university of memphis,,,2012,B Only,man,highered,domesticr2,lessri,,associate,moresecure,mathed,mathed,FALSE,,FALSE
792,fyodor malikov,university of southern california,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,358,FALSE
793,andrei caldararu,university of wisconsin,1107,16,2000,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,394,FALSE
794,scott baldridge,louisiana state university,,,2001,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,137,FALSE
795,dusa mcduff,barnard college,,,,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
796,steven h weintraub,lehigh university,,,,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
797,william dunbar,bard college at simons rock,,,1981,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
798,joshua howie,university of california davis,37,3,2015,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
799,john ratcliffe,vanderbilt university,,,1977,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,866,FALSE
800,joel foisy,suny potsdam,,,1996,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
801,blair f madore,suny potsdam,,,2000,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
802,peter ozsvath,princeton university,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,3753,FALSE
803,benjamin mann,,,,1975,B Only,man,,,,,,,,,FALSE,,FALSE
804,gershon sageev,university at buffalo,,,1973,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
805,victor ostrik,university of oregon,3997,24,1999,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1717,FALSE
806,michael mihalik,vanderbilt university,,,1979,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,429,FALSE
807,robert guy,university of california davis,,,2004,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,204,FALSE
808,jesus a de loera,university of california davis,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,975,FALSE
809,mark brittenham,university of nebraska,,,1990,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,210,FALSE
810,david hoffman,stanford university,,,1971,B Only,man,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,TRUE,,FALSE
811,katie c christensen,furman university,,,,B Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
812,erik carlsson,university of california davis,,,,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
813,laura j person,suny potsdam,,,1988,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
814,adam sikora,suny buffalo,831,14,2000,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
815,john drew,williams liberty,,,,B Only,man,nothighered,,,,,,,,FALSE,,FALSE
816,leonid bunimovich,georgia institute of technology,6542,39,1973,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1157,FALSE
817,dmitry shemetov,university of california davis,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
818,christina jeffrey,,,,,B Only,woman,,,,,,,,,FALSE,,FALSE
819,bill browder,princeton university,,,,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,774,FALSE
820,kannan soundararajan,stanford university,,,1998,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1242,FALSE
821,akshay venkatesh,institute for advanced study,678,16,2002,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
822,david mumford,harvard university,,,1961,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,9741,yes
823,alexander berkovich,university of florida,1331,21,1987,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,388,FALSE
824,alexander beilinson,university of chicago,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,3528,FALSE
825,carl c cowen,indiana u purdue u indianapolis,,,1976,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
826,molly dunkum,western kentucky university,,,,B Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
827,william johnston,butler university,,,1988,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
828,john p d'angelo,university of illinois,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,933,FALSE
829,casey perin,university of california irvine,,,,B Only,man,highered,domesticr1,moreri,,associate,moresecure,other,other ,FALSE,,FALSE
830,adam buskirk,north dakota state university,,,,B Only,man,highered,domesticr2,lessri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
831,donatella danielli,purdue university,2230,24,1999,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1196,FALSE
832,rebecca wahl,butler university,,,1997,B Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
833,kevin walker,,,,1989,B Only,man,,,,,,,,,FALSE,,FALSE
834,justin clarke,ottawa university,4,1,,B Only,man,highered,international,moreri,canada,assistant,lesssecure,other,other ,FALSE,,FALSE
835,michael bramley,,,,,B Only,man,,,,,,,,,FALSE,,FALSE
836,linda keen,city university of new york,,,1964,B Only,woman,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,647,FALSE
837,victor ginzburg,university of chicago,,,1985,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,3230,FALSE
838,michael finkelberg,national research university higher school of economics,1885,25,1993,B Only,man,highered,international,moreri,russia,professor,moresecure,math,mathstat,FALSE,,FALSE
839,roger l albin,university of michigan,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,FALSE,,FALSE
840,john hunter,university of california davis,,,1981,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1155,FALSE
841,paul humphreys,university of virginia,4528,28,1976,B Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,FALSE,,FALSE
842,jessica banks,university of liverpool,,,,B Only,woman,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat,FALSE,,FALSE
843,mikhail shifman,university of minnesota,50734,106,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,FALSE,,FALSE
844,lee rudolph,clark university,1832,25,1974,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
845,james henle,smith college,,,1976,B Only,man,highered,domesticother,lessri,,retired,moresecure,math,mathstat,FALSE,,FALSE
846,peter doyle,dartmouth college,,,1982,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,524,FALSE
847,john cullinan,bard college,,,2005,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
848,ilya kofman,city university of new york,449,12,2000,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,215,FALSE
849,bena tshishiku,brown university,,,2015,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
850,joan birman,barnard college,,,1990,B Only,woman,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,3081,FALSE
851,michael henle,oberlin college,,,1970,B Only,man,highered,domesticother,lessri,,retired,moresecure,math,mathstat,FALSE,,FALSE
852,nicholas kuhn,university of virginia,1725,23,1980,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,690,FALSE
853,michael olinick,middlebury college,,,1970,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
854,john carlsson,university of southern california,885,15,2009,B Only,man,highered,domesticr1,moreri,,associate,moresecure,other,other ,FALSE,,FALSE
855,vera serganova,university of california berkeley,,,1988,B and C,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,851,FALSE
856,patrice koehl,university of california davis,8042,43,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,comp,other ,FALSE,,FALSE
857,julien murzi,university of salzburg,276,9,,B Only,man,highered,international,moreri,austria,assistant,lesssecure,other,other ,FALSE,,FALSE
858,alan reid,rice university,,,1988,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1407,FALSE
859,valentin ovsienko,cnrs,2449,28,,B Only,man,highered,international,moreri,france,professor,moresecure,math,mathstat,FALSE,,FALSE
860,bronislaw wajnryb,rzeszow university of technology,,,,B Only,man,highered,international,moreri,poland,professor,moresecure,math,mathstat,FALSE,,FALSE
861,max gurevich,technion israel institute of technology,,,,B Only,man,highered,international,moreri,israel,assistant,lesssecure,math,mathstat,FALSE,,FALSE
862,michael khanevsky,technion israel institute of technology,,,2012,B Only,man,highered,international,moreri,israel,assistant,lesssecure,math,mathstat,FALSE,,FALSE
863,uri shapira,technion israel institute of technology,197,8,2010,B Only,man,highered,international,moreri,israel,associate,moresecure,math,mathstat,FALSE,,FALSE
864,abhishek saha,queen mary university of london,346,12,2012,B Only,man,highered,international,moreri,,professor,moresecure,math,mathstat,FALSE,,FALSE
865,ross g pinsky,technion israel institute of technology,1497,15,1982,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
866,zvi ziegler,technion israel institute of technology,,,1965,B Only,man,highered,international,moreri,israel,retired,moresecure,math,mathstat,FALSE,,FALSE
867,peter schumer,middlebury college,,,1983,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
868,david r dorman,middlebury college,,,1984,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
869,shmuel weinberger,university of chicago,3671,30,1982,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1045,FALSE
870,gershon wolansky,technion israel institute of technology,,,1985,B Only,man,highered,international,moreri,israel,,,math,mathstat,FALSE,,FALSE
871,leonid potyagailo,university of lille,,,1985,B and C,man,highered,international,moreri,france,,,math,mathstat,FALSE,,FALSE
872,gerald dworkin,university of california davis,8701,30,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,FALSE,,FALSE
873,effie kalfagianni,michigan state university,1092,16,,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,437,FALSE
874,arkady berenstein,university of oregon,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1145,FALSE
875,jack sonn,technion israel institute of technology,,,1970,B Only,man,highered,international,moreri,israel,retired,moresecure,math,mathstat,FALSE,,FALSE
876,jacob greenstein,university of california riverside,230,9,2001,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,124,FALSE
877,howard masur,university of chicago,6304,33,1974,B and C,man,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,TRUE,,FALSE
878,peter winkler,dartmouth college,,,1975,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1204,FALSE
879,jeff witmer,oberlin college,,,,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
880,jack calcut,oberlin college,,,2004,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
881,artem zvavitch,kent state university,514,12,2001,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
882,yuri bazlov,university of manchester,128,6,2003,B Only,man,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat,FALSE,,FALSE
883,daoud bshouty,technion israel institute of technology,774,15,,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
884,anton zeitlin,louisiana state university,,,2012,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
885,frank swenton,middlebury college,,,1999,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
886,michael mills,loyola marymount university,865,11,1999,B Only,man,highered,domesticr2,lessri,,associate,moresecure,other,other ,FALSE,,FALSE
887,david joyce,clark university,,,1979,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
888,sally cockburn,hamilton college,184,8,1991,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
889,yehuda pinchover,technion israel institute of technology,1672,21,1986,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
890,steve kerckhoff,stanford university,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,931,FALSE
891,yoav moriah,technion israel institute of technology,,,,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
892,morwen thistlethwaite,university of tennessee,,,1972,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,854,FALSE
893,richard schwartz,brown university,,,1991,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,604,FALSE
894,tao li,boston college,,,1988,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,204,FALSE
895,alexander ioffe,technion israel institute of technology,5103,34,,B Only,man,highered,international,moreri,israel,retired,moresecure,math,mathstat,FALSE,,FALSE
896,michael biro,university of connecticut,87,5,2013,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
897,thomas kindred,university of nebraska,,,2018,B Only,man,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
898,terence tao,university of california los angeles,71530,93,1996,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,15430,yes
899,kenneth c millett,university of california santa barbara,4064,27,1967,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1671,FALSE
900,andre neves,university of chicago,,,2005,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,506,FALSE
901,ina petkova,dartmouth college,,,2012,B Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
902,michel l lapidus,university of california riverside,4304,32,1986,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1572,FALSE
903,robert l devaney,boston university,,,1973,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,2249,FALSE
904,ravi vakil,stanford university,,,1997,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,827,FALSE
905,carl pomerance,dartmouth college,9888,46,1972,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,2240,FALSE
906,benjamin linowitz,oberlin college,147,7,2012,B Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
907,yehuda john levy,university of glasgow,107,6,2013,B Only,man,highered,international,moreri,,assistant,lesssecure,other,other ,FALSE,,FALSE
908,vladimir retakh,rutgers university,3070,23,1973,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,971,FALSE
909,uwe kaiser,boise state university,214,9,1989,B Only,man,highered,domesticr2,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
910,raffaele marcovecchio,universita di pisa,,,2004,B Only,man,highered,international,moreri,italy,,,math,mathstat,FALSE,,FALSE
911,konstantin khanin,university of toronto,3125,28,,B Only,man,highered,international,moreri,,professor,moresecure,math,mathstat,FALSE,,FALSE
912,j david velleman,new york university,8823,35,2006,B Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,FALSE,,FALSE
913,alexander kleshchev,university of oregon,3150,31,1993,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1737,FALSE
